[2015-03-26 10:25:11] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:31:14] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:43:22] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:44:46] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:48:59] runqianReportLogger : [INFO ]  - 报表证书错误!
授权文件错误: error2
[2015-03-26 10:53:07] runqianReportLogger : [INFO ]  - 报表证书错误!
未发现授权文件:D:\WorkspacesShangHai\jac_fdj_wms\target\jac_fdj_wms\WEB-INF\report\quieeWindowServer.lic, 请检查是否在类路径或绝对路径上l
[2016-03-23 15:37:01] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 15:37:02] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 15:37:04] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 15:37:04] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 15:37:05] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 15:37:05] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:08:53] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2016-03-23 17:18:20] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2016-03-23 17:24:48] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:24:48] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:24:48] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:24:51] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:24:51] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:24:51] runqianReportLogger : [DEBUG]  - arg0: 
[2016-03-23 17:24:51] runqianReportLogger : [DEBUG]  - arg1: 
[2016-03-23 17:24:51] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:24:51] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:24:51] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:24:52] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:24:52] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:24:52] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:24:52] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:25:08] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:25:08] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:25:08] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:25:08] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:25:08] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:25:08] runqianReportLogger : [DEBUG]  - arg0: JAC2016030922100-01
[2016-03-23 17:25:09] runqianReportLogger : [DEBUG]  - arg1: JAC2016030922100-01
[2016-03-23 17:25:09] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:25:09] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:25:09] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:25:09] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:25:09] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:25:09] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:25:09] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:29:42] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2016-03-23 17:30:09] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:30:09] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:30:09] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:30:11] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:30:11] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:30:11] runqianReportLogger : [DEBUG]  - arg0: 
[2016-03-23 17:30:11] runqianReportLogger : [DEBUG]  - arg1: 
[2016-03-23 17:30:11] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:30:11] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:30:11] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:30:12] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:30:12] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:30:12] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:30:12] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:30:37] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:30:37] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - arg0: JAC2016030922100-01
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - arg1: JAC2016030922100-01
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:30:37] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:30:37] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:30:37] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:30:37] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:37:57] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2016-03-23 17:38:31] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:38:31] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:38:31] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:38:32] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:38:32] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:38:32] runqianReportLogger : [DEBUG]  - arg0: 
[2016-03-23 17:38:32] runqianReportLogger : [DEBUG]  - arg1: 
[2016-03-23 17:38:32] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:38:32] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:38:33] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:38:33] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:38:33] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:38:33] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:38:33] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:38:36] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:38:36] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:38:36] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:38:36] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:38:36] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:38:36] runqianReportLogger : [DEBUG]  - arg0: JAC2016030922100-01
[2016-03-23 17:38:36] runqianReportLogger : [DEBUG]  - arg1: JAC2016030922100-01
[2016-03-23 17:38:36] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:38:37] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:38:37] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:38:37] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:38:37] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:38:37] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:38:37] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:44:35] runqianReportLogger : [INFO ]  - Set The Max Cells Num to 100000 , old value is -1
[2016-03-23 17:45:32] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:45:32] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:45:32] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:45:33] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:45:33] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:45:33] runqianReportLogger : [DEBUG]  - arg0: JAC2016030922100-01
[2016-03-23 17:45:33] runqianReportLogger : [DEBUG]  - arg1: JAC2016030922100-01
[2016-03-23 17:45:33] runqianReportLogger : [DEBUG]  - arg2: 
[2016-03-23 17:45:33] runqianReportLogger : [DEBUG]  - arg3: 
[2016-03-23 17:45:34] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:45:34] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:45:34] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:45:34] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:45:34] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
[2016-03-23 17:45:49] runqianReportLogger : [INFO ]  - CacheManager get report entry
[2016-03-23 17:45:49] runqianReportLogger : [INFO ]  - 开始运算报表，首先取数......
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - 下面开始打出sql
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - ds1=select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG,send_time
from(
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 1 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is null 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
)
union 
select ID,COMPANY,DELIVERY_CODE,SUPPLIER_CODE,MATERIAL_CODE,MATERIAL_MAME,ORDER_CODE,MODEL,
SENDER,REQUIRED_QTY,RECEIVED_QTY,MATERIAL_WORKER,MATERIAL_KEEPER,MES_DETAIL_MEMO,WMS_MEMO,FLAG
,to_char(dd.send_time,'yyyy-MM-dd hh24:mi:ss') as send_time
from middle_delivery_doc_detail dd where dd.flag = 3 and dd.received_qty >0 
and exists (
select 2 from wms_pick_ticket_detail pp left join wms_pick_ticket p on p.id = pp.pick_ticket_id
left join wms_item i on i.id = pp.item_id
where p.related_bill1 = dd.delivery_code and pp.supplier = dd.supplier_code and i.code = dd.material_code 
and p.sender = dd.sender and pp.descrption is not null and pp.descrption = dd.mes_detail_memo 
and pp.picked_quantity_bu>0 and pp.shipped_quantity_bu = 0
))oo where 1=1
and (DELIVERY_CODE = ? or ? is null) and (MATERIAL_CODE = ? or ? is null)
order by delivery_code
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - arg0: JAC2016030922100-01
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - arg1: JAC2016030922100-01
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - arg2: 1005016GD190
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - arg3: 1005016GD190
[2016-03-23 17:45:49] runqianReportLogger : [INFO ]  - 取数结束,开始运算
[2016-03-23 17:45:49] runqianReportLogger : [INFO ]  - 计算结束：
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - 开始生成HTML......
[2016-03-23 17:45:49] runqianReportLogger : [INFO ]  - 没有授予固定表头的权限
[2016-03-23 17:45:49] runqianReportLogger : [DEBUG]  - 生成HTML结束......
[2016-03-23 17:47:05] runqianReportLogger : [DEBUG]  - 现在计算报表jacMesDisWms.raq
